link;address;price;furnished;bedrooms
https://www.expatrentals.eu/item/netherlands/amsterdam/Daniel-Stalpertstraat/2206x2315891;Daniël Stalpertstraat;2350;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Rapenburgerplein/2206x2315830;Rapenburgerplein;1550;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Tweede-Helmersstraat/19885x44470257;Tweede Helmersstraat;1800;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Eerste-Schinkelstraat/2122x43814537;Eerste Schinkelstraat;1750;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Judith-Leysterweg/2122x44511919;Judith Leysterweg;2000;0;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Kastelenstraat/2122x44511920;Kastelenstraat;1650;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Cornelis-Dirkszstraat/2122x43779635;Cornelis Dirkszstraat;1650;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Leidsekruisstraat-32/19180x226597;Leidsekruisstraat 32;1500;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Gerrit-Van-Den-Boschpad-26/19171x226557;Gerrit van Den Boschpad 26;1750;0;4
https://www.expatrentals.eu/item/netherlands/amstelveen/Zilverschoonlaan-72/19469x226538;Zilverschoonlaan 72;2750;0;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Bijlmerdreef-862/19171x226431;Bijlmerdreef 862;1400;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Gibraltarstraat-83/19131x226412;Gibraltarstraat 83;1500;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Van-Ostadestraat-486/19505x226406;Van Ostadestraat 486;1750;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Eva-Besnyostraat/1854x5b0a0a586397b4037291cae1;Eva Besnyöstraat;1800;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Rustenburgerstraat/1854x5b0a0a586397b4037291cac4;Rustenburgerstraat;2750;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Emmastraat/1854x5b0a0a586397b4037291caa8;Emmastraat;1700;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Alpen-Rondweg/1854x5b0a0a586397b4037291ca8d;Alpen Rondweg;2000;1;4
https://www.expatrentals.eu/item/netherlands/amstelveen/Kardinaal-De-Jongstraat/1854x5b0a0a586397b4037291cab5;Kardinaal de Jongstraat;2500;0;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Van-Ostadestraat/12955x2546440;Van Ostadestraat;1590;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Carolina-Macgillavrylaan/12955x2546417;Carolina MacGillavrylaan;1675;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Admiraal-De-Ruijterweg/10275x44305943;Admiraal de Ruijterweg;1400;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Ouderkerkerlaan/344x791598268018220;Ouderkerkerlaan;1675;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Singel/19263x19;Singel;1750;1;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Felix-De-Nobelhof/15018x2489772;Felix de Nobelhof;1800;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Bolestein/19754x24;Bolestein;1990;1;2
https://www.expatrentals.eu/item/netherlands/hoofddorp/Marktlaan/1479xde9ec195ec08655e;Marktlaan;1995;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Korte-Prinsengracht/19754x11;Korte Prinsengracht;2000;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Nieuwstraat/19754x23;Nieuwe Nieuwstraat;2150;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Zieseniskade/19663x462707;Zieseniskade;2250;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Haringpakkerssteeg/8577x2770899;Haringpakkerssteeg;2250;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43266453;Valkenburgerstraat;2500;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43362677;Valkenburgerstraat;2500;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43362678;Valkenburgerstraat;2500;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43942586;Valkenburgerstraat;2650;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43942587;Valkenburgerstraat;2650;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43362679;Valkenburgerstraat;2750;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43362680;Valkenburgerstraat;3000;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Valkenburgerstraat/10275x43362681;Valkenburgerstraat;3000;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Tweede-Helmersstraat/10275x43205226;Tweede Helmersstraat;3000;1;2
https://www.expatrentals.eu/item/netherlands/aalsmeer/L-A-Braakstraat/15018x2366355;L.A. Braakstraat;3150;;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Anton-Verheijstraat/42x417;Anton Verheijstraat;3250;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Raphaelplein/12955x1940909;Raphaëlplein;4000;;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Van-Oldenbarneveldtstraat/15078x44405667;Van Oldenbarneveldtstraat;1375;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Pieter-Van-Der-Doesstraat/15078x44435862;Pieter van der Doesstraat;1750;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Weesperzijde/15078x44398579;Weesperzijde;2750;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Carolina-Macgillavrylaan/3397x33304874;Carolina Macgillavrylaan;1675;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Warmoesstraat/19663x10146;Warmoesstraat;2500;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Warmoesstraat/19663x10145;Warmoesstraat;2500;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Groenhof/19814x2366;Groenhof;2250;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Pieter-Calandlaan/17304x2077;Pieter Calandlaan;1500;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Titus-Van-Rijnstraat/344x791598202786146;Titus van Rijnstraat;1900;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Dikninge/344x791598127506609;Dikninge;1100;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Geerdinkhof/5040x1543622;Geerdinkhof;660;1;Studio
https://www.expatrentals.eu/item/netherlands/weesp/Stationsweg/14623x281;Stationsweg;2750;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Prinseneiland/5044x1995;Prinseneiland;2750;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/B-Merkelbachsingel/5044x1994;B. Merkelbachsingel;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Raamstraat/18509x586;Raamstraat;1650;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Overtoom/18509x537;Overtoom;3000;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Fritz-Dietrich-Kahlenbergstraat/8577x2770904;Fritz Dietrich Kahlenbergstraat;1600;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Stadsplein/42x1239;Stadsplein;2400;1;2
https://www.expatrentals.eu/item/netherlands/halfweg/Binnenhof/3519x11448;Binnenhof;1075;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Bestevaerstraat/17139x2545506;Bestevâerstraat;1550;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Marnixstraat/19663x462740;Marnixstraat;1650;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Sint-Jacobsstraat/19663x4923;Sint Jacobsstraat;1650;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Staringstraat/19663x10051;Staringstraat;1680;0;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Doctor-Willem-Dreesweg/1854x5acd65562e37210377efa4fa;Doctor Willem Dreesweg;1750;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Groenburgwal/19663x461310;Groenburgwal;1800;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Prinsengracht/10275x43475389;Prinsengracht;1850;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Singel/14508x2225766;Singel;1850;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Funenpark/12447x2488190;Funenpark;1850;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Wilhelminastraat/19663x462083;Wilhelminastraat;1850;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Prins-Hendrikkade/1854x5acd65572e37210377efa5d0;Prins Hendrikkade;1900;1;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Spiegelstraat/19663x462358;Nieuwe Spiegelstraat;1950;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Spiegelstraat/14508x2297025;Nieuwe Spiegelstraat;1975;;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Minervalaan/14508x2488107;Minervalaan;1995;;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Korte-Prinsengracht/19663x462635;Korte Prinsengracht;2000;0;1
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Herengracht/19663x4694;Nieuwe Herengracht;2100;0;1
https://www.expatrentals.eu/item/netherlands/amstelveen/Stuwdam/1854x5acd65572e37210377efa535;Stuwdam;2200;1;5
https://www.expatrentals.eu/item/netherlands/amstelveen/Laan-Van-Deshima/1854x5acd65572e37210377efa57e;Laan van Deshima;2250;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Eerste-Boomdwarsstraat/2122x18127344;Eerste Boomdwarsstraat;2250;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Rondeel/19663x462836;Rondeel;2250;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Weerdestein/19663x460534;Weerdestein;2300;0;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Brederodestraat/1854x5acd65562e37210377efa50a;Brederodestraat;2390;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Stadstuinen/1854x5acd65572e37210377efa56b;Stadstuinen;2395;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Marie-Heinekenplein/19663x457552;Marie Heinekenplein;2450;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Nieuwe-Spiegelstraat/14508x2296686;Nieuwe Spiegelstraat;2450;1;Studio
https://www.expatrentals.eu/item/netherlands/amsterdam/Tweede-Helmersstraat/19663x457809;Tweede Helmersstraat;2575;0;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Egelantiersgracht/19663x458227;Egelantiersgracht;2650;0;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Rembrandtweg/1854x5acd65562e37210377efa515;Rembrandtweg;2700;1;2
https://www.expatrentals.eu/item/netherlands/amstelveen/Aletta-Jacobslaan/1854x5acd65572e37210377efa5a7;Aletta Jacobslaan;2900;1;4
https://www.expatrentals.eu/item/netherlands/amsterdam/Govert-Flinckstraat/19806x362;Govert Flinckstraat;3300;1;3
https://www.expatrentals.eu/item/netherlands/amsterdam/Stadhouderskade/42x2798592;Stadhouderskade;3500;1;2
https://www.expatrentals.eu/item/netherlands/amsterdam/Korte-Ouderkerkerdijk/19663x462637;Korte Ouderkerkerdijk;3500;0;2
